Temperature,Humidity,N,P,K,Soil_Quality,Month,NPK_Ratio_NP,NPK_Ratio_NK,NPK_Ratio_PK,Optimal_Temp_Distance,Wind_Temp_Effect,pH_Optimality,P_Balance,Temp_Level,Crop_Type_Corn,Crop_Type_Cotton,Crop_Type_Potato,Crop_Type_Rice,Crop_Type_Soybean,Crop_Type_Sugarcane,Crop_Type_Sunflower,Crop_Type_Tomato,Crop_Type_Wheat,Soil_Type_Loamy,Soil_Type_Peaty,Soil_Type_Saline,Soil_Type_Sandy,Season_Spring,Season_Summer,Season_Winter
14,80,71.5,55.0,40.5,14,12,1.299999976363637,1.7654320551745173,1.3580246578265518,8.5,196,1.25,0.1626746506986028,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
15,80,71.5,60.50000000000001,54.0,16,2,1.1818181622839972,1.3240740495541843,1.1203703496227715,7.5,90,1.25,0.15860215053763446,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
38,62,65.0,48.0,36.0,43,7,1.3541666384548618,1.805555505401236,1.3333332962962974,15.5,304,0.0,0.15548098434004473,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
17,80,91.0,72.0,60.0,74,10,1.2638888713348768,1.5166666413888894,1.1999999800000003,5.5,272,0.25,0.156203288490284,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
19,80,91.0,72.0,55.00000000000001,73,9,1.2638888713348768,1.6545454244628104,1.3090908852892564,3.5,171,0.25,0.16360856269113153,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
23,77,78.0,60.0,44.0,53,5,1.2999999783333338,1.7727272324380174,1.3636363326446288,0.5,184,0.5,0.163003663003663,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
13,80,45.0,40.0,33.0,34,12,1.1249999718750008,1.3636363223140509,1.2121211753902674,9.5,130,0.0,0.17231638418079095,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
25,75,78.0,60.0,48.0,54,4,1.2999999783333338,1.624999966145834,1.2499999739583338,2.5,325,0.5,0.15591397849462366,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
9,80,66.0,49.50000000000001,35.0,25,12,1.3333333063973067,1.8857142318367364,1.4142856738775524,13.5,99,1.25,0.16223698781838322,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10,80,78.0,60.50000000000001,45.0,15,12,1.2892561770370878,1.7333332948148157,1.3444444145679022,12.5,130,1.25,0.16303360581289741,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
14,80,55.00000000000001,40.0,27.0,36,12,1.3749999656250012,2.037036961591224,1.481481426611799,8.5,196,0.0,0.1612021857923497,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
8,80,66.0,49.50000000000001,35.0,25,12,1.3333333063973067,1.8857142318367364,1.4142856738775524,14.5,136,1.25,0.16223698781838322,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
21,79,71.5,55.0,40.5,14,10,1.299999976363637,1.7654320551745173,1.3580246578265518,1.5,105,1.25,0.1626746506986028,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
34,66,78.0,60.0,48.0,54,4,1.2999999783333338,1.624999966145834,1.2499999739583338,11.5,238,0.5,0.15591397849462366,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
17,80,60.50000000000001,45.0,31.5,23,12,1.3444444145679022,1.9206348596623857,1.428571383219956,5.5,153,1.25,0.16180048661800486,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
10,80,60.50000000000001,45.0,31.5,23,2,1.3444444145679022,1.9206348596623857,1.428571383219956,12.5,90,1.25,0.16180048661800486,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
14,80,60.0,55.00000000000001,44.0,46,2,1.0909090710743805,1.3636363326446288,1.24999997159091,8.5,168,0.5,0.17924528301886797,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
20,80,65.0,48.0,33.0,43,9,1.3541666384548618,1.9696969100091848,1.454545410468321,2.5,140,0.0,0.16210045662100456,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
17,80,77.0,60.0,45.0,61,12,1.2833333119444448,1.7111110730864207,1.3333333037037045,5.5,204,0.25,0.163003663003663,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
22,78,60.50000000000001,49.50000000000001,42.0,25,5,1.2222221975308647,1.4404761561791395,1.178571400510205,0.5,132,1.25,0.1589912280701755,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
27,73,55.00000000000001,44.0,36.0,39,6,1.24999997159091,1.5277777353395077,1.222222188271606,4.5,162,0.0,0.1592592592592593,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
14,80,84.5,66.0,54.0,17,9,1.2803030109045,1.5648147858367634,1.2222221995884779,8.5,182,1.25,0.1560717196414018,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
31,69,50.0,44.0,33.0,37,8,1.1363636105371908,1.5151514692378343,1.3333332929292943,8.5,217,0.0,0.17979002624671916,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
16,80,60.50000000000001,49.50000000000001,42.0,25,10,1.2222221975308647,1.4404761561791395,1.178571400510205,6.5,80,1.25,0.1589912280701755,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21,79,91.0,72.0,55.00000000000001,73,9,1.2638888713348768,1.6545454244628104,1.3090908852892564,1.5,168,0.25,0.16360856269113153,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
24,76,66.0,55.00000000000001,48.0,49,3,1.1999999781818185,1.3749999713541674,1.1458333094618063,1.5,144,0.5,0.15877712031558192,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33,67,55.00000000000001,40.0,27.0,36,5,1.3749999656250012,2.037036961591224,1.481481426611799,10.5,330,0.0,0.1612021857923497,3,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
14,80,65.0,60.50000000000001,49.50000000000001,15,2,1.0743801475309065,1.3131312866034082,1.2222221975308647,8.5,140,1.25,0.1790476190476191,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
22,78,60.0,44.0,30.0,39,1,1.3636363326446288,1.9999999333333356,1.4666666177777794,0.5,154,0.0,0.16169154228855723,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
14,80,84.5,66.0,54.0,17,2,1.2803030109045,1.5648147858367634,1.2222221995884779,8.5,126,1.25,0.1560717196414018,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
22,78,78.0,60.0,44.0,53,3,1.2999999783333338,1.7727272324380174,1.3636363326446288,0.5,286,0.5,0.163003663003663,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
18,80,55.0,49.50000000000001,38.5,24,1,1.1111110886644224,1.4285713914656781,1.2857142523191105,4.5,126,1.25,0.17948717948717954,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
12,80,60.0,55.00000000000001,44.0,46,11,1.0909090710743805,1.3636363326446288,1.24999997159091,10.5,96,0.5,0.17924528301886797,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19,80,60.0,50.0,40.0,44,2,1.1999999760000006,1.4999999625000011,1.249999968750001,3.5,190,0.5,0.16666666666666666,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,80,71.5,55.0,40.5,14,1,1.299999976363637,1.7654320551745173,1.3580246578265518,6.5,224,1.25,0.1626746506986028,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
18,80,71.5,54.0,42.0,28,12,1.3240740495541843,1.7023809118480737,1.2857142551020415,4.5,108,1.25,0.15572139303482588,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
34,66,55.0,49.50000000000001,38.5,24,6,1.1111110886644224,1.4285713914656781,1.2857142523191105,11.5,510,1.25,0.17948717948717954,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
12,80,91.0,72.0,60.0,74,9,1.2638888713348768,1.5166666413888894,1.1999999800000003,10.5,96,0.25,0.156203288490284,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
12,80,65.0,48.0,36.0,43,2,1.3541666384548618,1.805555505401236,1.3333332962962974,10.5,132,0.0,0.15548098434004473,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
27,73,77.0,66.0,60.0,68,5,1.1666666489898994,1.2833333119444448,1.099999981666667,4.5,270,0.25,0.15845648604269294,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
21,79,66.0,50.0,36.0,44,11,1.3199999736000005,1.833333282407409,1.3888888503086432,1.5,189,0.5,0.162280701754386,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20,80,71.5,55.0,40.5,14,10,1.299999976363637,1.7654320551745173,1.3580246578265518,2.5,300,1.25,0.1626746506986028,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
33,67,63.0,60.0,55.00000000000001,59,6,1.0499999825000004,1.1454545246280994,1.0909090710743805,10.5,429,0.25,0.1704119850187266,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
27,73,70.0,54.0,50.0,58,6,1.2962962722908098,1.3999999720000007,1.0799999784000005,4.5,432,0.25,0.14367816091954025,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
38,62,84.5,66.0,54.0,17,4,1.2803030109045,1.5648147858367634,1.2222221995884779,15.5,152,1.25,0.1560717196414018,3,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
24,76,60.50000000000001,49.50000000000001,42.0,25,5,1.2222221975308647,1.4404761561791395,1.178571400510205,1.5,264,1.25,0.1589912280701755,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
28,72,91.0,72.0,60.0,74,6,1.2638888713348768,1.5166666413888894,1.1999999800000003,5.5,224,0.25,0.156203288490284,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
16,80,72.0,55.00000000000001,40.0,49,2,1.3090908852892564,1.7999999550000012,1.3749999656250012,6.5,144,0.5,0.16267465069860285,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,80,66.0,49.50000000000001,35.0,25,10,1.3333333063973067,1.8857142318367364,1.4142856738775524,11.5,143,1.25,0.16223698781838322,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
42,58,55.0,40.5,35.0,22,7,1.3580246578265518,1.5714285265306136,1.1571428240816337,19.5,294,1.25,0.14367816091954025,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
14,80,71.5,55.0,40.5,14,11,1.299999976363637,1.7654320551745173,1.3580246578265518,8.5,112,1.25,0.1626746506986028,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
24,76,84.5,66.0,49.50000000000001,17,5,1.2803030109045,1.7070706725844307,1.3333333063973067,1.5,288,1.25,0.16333333333333336,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
25,75,58.5,55.0,49.50000000000001,14,9,1.063636344297521,1.1818181579430673,1.1111110886644224,2.5,175,1.25,0.17075664621676892,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
27,73,58.5,55.0,49.50000000000001,14,5,1.063636344297521,1.1818181579430673,1.1111110886644224,4.5,297,1.25,0.17075664621676892,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
17,80,60.50000000000001,45.0,31.5,23,2,1.3444444145679022,1.9206348596623857,1.428571383219956,5.5,238,1.25,0.16180048661800486,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
34,66,65.0,60.50000000000001,49.50000000000001,15,6,1.0743801475309065,1.3131312866034082,1.2222221975308647,11.5,238,1.25,0.1790476190476191,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
39,61,70.0,54.0,50.0,58,8,1.2962962722908098,1.3999999720000007,1.0799999784000005,16.5,351,0.25,0.14367816091954025,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
27,73,65.0,49.5,45.0,13,8,1.3131312866034084,1.4444444123456799,1.099999975555556,4.5,243,1.25,0.14367816091954025,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
16,80,77.0,60.0,45.0,61,2,1.2833333119444448,1.7111110730864207,1.3333333037037045,6.5,224,0.25,0.163003663003663,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
34,66,84.5,66.0,49.50000000000001,17,6,1.2803030109045,1.7070706725844307,1.3333333063973067,11.5,306,1.25,0.16333333333333336,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
11,80,84.5,66.0,54.0,17,12,1.2803030109045,1.5648147858367634,1.2222221995884779,11.5,110,1.25,0.1560717196414018,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
11,80,60.0,50.0,40.0,44,2,1.1999999760000006,1.4999999625000011,1.249999968750001,11.5,88,0.5,0.16666666666666666,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18,80,50.0,36.0,30.0,34,11,1.3888888503086432,1.6666666111111128,1.1999999600000013,4.5,198,0.0,0.14367816091954025,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
15,80,45.0,40.0,33.0,34,2,1.1249999718750008,1.3636363223140509,1.2121211753902674,7.5,75,0.0,0.17231638418079095,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
25,75,71.5,54.0,38.5,27,12,1.3240740495541843,1.8571428089053816,1.4025973661663023,2.5,325,1.25,0.1626016260162602,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
28,72,71.5,55.0,40.5,14,9,1.299999976363637,1.7654320551745173,1.3580246578265518,5.5,420,1.25,0.1626746506986028,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
20,80,60.50000000000001,45.0,31.5,23,5,1.3444444145679022,1.9206348596623857,1.428571383219956,2.5,220,1.25,0.16180048661800486,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
19,80,78.0,60.50000000000001,45.0,15,3,1.2892561770370878,1.7333332948148157,1.3444444145679022,3.5,152,1.25,0.16303360581289741,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
27,73,65.0,48.0,36.0,43,5,1.3541666384548618,1.805555505401236,1.3333332962962974,4.5,243,0.0,0.15548098434004473,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
21,79,58.5,55.0,49.50000000000001,14,9,1.063636344297521,1.1818181579430673,1.1111110886644224,1.5,168,1.25,0.17075664621676892,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
23,77,55.0,45.0,35.0,22,5,1.2222221950617291,1.5714285265306136,1.285714248979593,0.5,299,1.25,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
38,62,66.0,50.0,36.0,44,6,1.3199999736000005,1.833333282407409,1.3888888503086432,15.5,342,0.5,0.162280701754386,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13,80,65.0,48.0,33.0,43,12,1.3541666384548618,1.9696969100091848,1.454545410468321,9.5,143,0.0,0.16210045662100456,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
26,74,60.0,55.00000000000001,44.0,46,9,1.0909090710743805,1.3636363326446288,1.24999997159091,3.5,182,0.5,0.17924528301886797,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14,80,60.50000000000001,45.0,31.5,23,1,1.3444444145679022,1.9206348596623857,1.428571383219956,8.5,98,1.25,0.16180048661800486,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
17,80,55.0,40.5,35.0,22,11,1.3580246578265518,1.5714285265306136,1.1571428240816337,5.5,85,1.25,0.14367816091954025,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
12,80,71.5,54.0,42.0,28,12,1.3240740495541843,1.7023809118480737,1.2857142551020415,10.5,180,1.25,0.15572139303482588,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
34,66,71.5,54.0,38.5,27,8,1.3240740495541843,1.8571428089053816,1.4025973661663023,11.5,374,1.25,0.1626016260162602,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
14,80,78.0,60.0,44.0,53,11,1.2999999783333338,1.7727272324380174,1.3636363326446288,8.5,154,0.5,0.163003663003663,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15,80,65.0,48.0,36.0,43,1,1.3541666384548618,1.805555505401236,1.3333332962962974,7.5,150,0.0,0.15548098434004473,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
18,80,50.0,44.0,33.0,37,12,1.1363636105371908,1.5151514692378343,1.3333332929292943,4.5,126,0.0,0.17979002624671916,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
37,63,72.0,55.00000000000001,40.0,49,7,1.3090908852892564,1.7999999550000012,1.3749999656250012,14.5,407,0.5,0.16267465069860285,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24,76,45.0,40.0,33.0,34,11,1.1249999718750008,1.3636363223140509,1.2121211753902674,1.5,240,0.0,0.17231638418079095,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
21,79,66.0,49.50000000000001,35.0,25,12,1.3333333063973067,1.8857142318367364,1.4142856738775524,1.5,273,1.25,0.16223698781838322,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
17,80,60.0,50.0,40.0,44,1,1.1999999760000006,1.4999999625000011,1.249999968750001,5.5,153,0.5,0.16666666666666666,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,78,45.0,40.0,33.0,34,2,1.1249999718750008,1.3636363223140509,1.2121211753902674,0.5,44,0.0,0.17231638418079095,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
9,80,71.5,54.0,38.5,27,12,1.3240740495541843,1.8571428089053816,1.4025973661663023,13.5,72,1.25,0.1626016260162602,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
28,72,55.00000000000001,44.0,36.0,39,11,1.24999997159091,1.5277777353395077,1.222222188271606,5.5,336,0.0,0.1592592592592593,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29,71,49.5,45.0,38.5,22,11,1.099999975555556,1.2857142523191105,1.1688311384719186,6.5,319,1.25,0.17167919799498746,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
28,72,72.0,55.00000000000001,40.0,49,7,1.3090908852892564,1.7999999550000012,1.3749999656250012,5.5,280,0.5,0.16267465069860285,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22,78,63.0,60.0,55.00000000000001,59,5,1.0499999825000004,1.1454545246280994,1.0909090710743805,0.5,220,0.25,0.1704119850187266,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
16,80,66.0,49.50000000000001,35.0,25,10,1.3333333063973067,1.8857142318367364,1.4142856738775524,6.5,176,1.25,0.16223698781838322,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21,79,91.0,72.0,60.0,74,10,1.2638888713348768,1.5166666413888894,1.1999999800000003,1.5,231,0.25,0.156203288490284,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
16,80,49.5,45.0,38.5,22,11,1.099999975555556,1.2857142523191105,1.1688311384719186,6.5,176,1.25,0.17167919799498746,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
33,67,58.5,55.0,49.50000000000001,14,8,1.063636344297521,1.1818181579430673,1.1111110886644224,10.5,330,1.25,0.17075664621676892,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
35,65,65.0,55.0,45.0,14,7,1.1818181603305788,1.4444444123456799,1.2222221950617291,12.5,280,1.25,0.16666666666666666,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
41,59,55.0,45.0,35.0,22,8,1.2222221950617291,1.5714285265306136,1.285714248979593,18.5,410,1.25,0.16666666666666666,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
27,73,60.50000000000001,45.0,31.5,23,5,1.3444444145679022,1.9206348596623857,1.428571383219956,4.5,216,1.25,0.16180048661800486,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
27,73,66.0,49.50000000000001,35.0,25,3,1.3333333063973067,1.8857142318367364,1.4142856738775524,4.5,405,1.25,0.16223698781838322,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
29,71,60.0,50.0,40.0,44,9,1.1999999760000006,1.4999999625000011,1.249999968750001,6.5,261,0.5,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,80,78.0,60.0,44.0,53,12,1.2999999783333338,1.7727272324380174,1.3636363326446288,5.5,136,0.5,0.163003663003663,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
26,74,60.50000000000001,45.0,31.5,23,4,1.3444444145679022,1.9206348596623857,1.428571383219956,3.5,104,1.25,0.16180048661800486,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
21,79,55.00000000000001,44.0,36.0,39,3,1.24999997159091,1.5277777353395077,1.222222188271606,1.5,189,0.0,0.1592592592592593,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
35,65,71.5,60.50000000000001,54.0,16,7,1.1818181622839972,1.3240740495541843,1.1203703496227715,12.5,385,1.25,0.15860215053763446,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
20,80,78.0,60.0,44.0,53,9,1.2999999783333338,1.7727272324380174,1.3636363326446288,2.5,220,0.5,0.163003663003663,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
33,67,70.0,60.0,50.0,60,6,1.1666666472222227,1.3999999720000007,1.1999999760000006,10.5,462,0.25,0.16666666666666666,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
18,80,63.0,60.0,55.00000000000001,59,10,1.0499999825000004,1.1454545246280994,1.0909090710743805,4.5,198,0.25,0.1704119850187266,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
35,65,55.00000000000001,44.0,36.0,39,7,1.24999997159091,1.5277777353395077,1.222222188271606,12.5,315,0.0,0.1592592592592593,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
15,80,71.5,54.0,42.0,28,11,1.3240740495541843,1.7023809118480737,1.2857142551020415,7.5,150,1.25,0.15572139303482588,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
24,76,54.0,50.0,44.0,43,5,1.0799999784000005,1.227272699380166,1.1363636105371908,1.5,120,0.5,0.17117117117117117,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
30,70,84.5,66.0,54.0,17,7,1.2803030109045,1.5648147858367634,1.2222221995884779,7.5,450,1.25,0.1560717196414018,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
29,71,77.0,60.0,45.0,61,4,1.2833333119444448,1.7111110730864207,1.3333333037037045,6.5,348,0.25,0.163003663003663,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
29,71,65.0,48.0,36.0,43,4,1.3541666384548618,1.805555505401236,1.3333332962962974,6.5,319,0.0,0.15548098434004473,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
35,65,65.0,48.0,33.0,43,6,1.3541666384548618,1.9696969100091848,1.454545410468321,12.5,175,0.0,0.16210045662100456,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
33,67,63.0,60.0,55.00000000000001,59,7,1.0499999825000004,1.1454545246280994,1.0909090710743805,10.5,198,0.25,0.1704119850187266,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
32,68,55.00000000000001,40.0,27.0,36,4,1.3749999656250012,2.037036961591224,1.481481426611799,9.5,256,0.0,0.1612021857923497,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
14,80,66.0,50.0,36.0,44,1,1.3199999736000005,1.833333282407409,1.3888888503086432,8.5,210,0.5,0.162280701754386,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
26,74,78.0,60.0,48.0,54,4,1.2999999783333338,1.624999966145834,1.2499999739583338,3.5,78,0.5,0.15591397849462366,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
13,80,71.5,55.0,40.5,14,1,1.299999976363637,1.7654320551745173,1.3580246578265518,9.5,117,1.25,0.1626746506986028,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
12,80,55.00000000000001,40.0,27.0,36,3,1.3749999656250012,2.037036961591224,1.481481426611799,10.5,96,0.0,0.1612021857923497,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
14,80,78.0,60.0,44.0,53,9,1.2999999783333338,1.7727272324380174,1.3636363326446288,8.5,168,0.5,0.163003663003663,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13,80,54.0,50.0,44.0,43,2,1.0799999784000005,1.227272699380166,1.1363636105371908,9.5,169,0.5,0.17117117117117117,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
16,80,55.0,49.50000000000001,38.5,24,1,1.1111110886644224,1.4285713914656781,1.2857142523191105,6.5,144,1.25,0.17948717948717954,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
8,80,66.0,49.50000000000001,35.0,25,1,1.3333333063973067,1.8857142318367364,1.4142856738775524,14.5,112,1.25,0.16223698781838322,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
22,78,60.50000000000001,45.0,31.5,23,3,1.3444444145679022,1.9206348596623857,1.428571383219956,0.5,176,1.25,0.16180048661800486,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
14,80,71.5,55.0,40.5,14,2,1.299999976363637,1.7654320551745173,1.3580246578265518,8.5,126,1.25,0.1626746506986028,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
15,80,71.5,54.0,38.5,27,12,1.3240740495541843,1.8571428089053816,1.4025973661663023,7.5,120,1.25,0.1626016260162602,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
37,63,50.0,36.0,30.0,34,6,1.3888888503086432,1.6666666111111128,1.1999999600000013,14.5,370,0.0,0.14367816091954025,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
28,72,58.5,55.0,49.50000000000001,14,3,1.063636344297521,1.1818181579430673,1.1111110886644224,5.5,308,1.25,0.17075664621676892,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
32,68,78.0,60.0,48.0,54,7,1.2999999783333338,1.624999966145834,1.2499999739583338,9.5,384,0.5,0.15591397849462366,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
33,67,70.0,66.0,55.00000000000001,64,6,1.0606060445362722,1.2727272495867772,1.1999999781818185,10.5,330,0.25,0.1788830715532286,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
24,76,60.50000000000001,45.0,31.5,23,4,1.3444444145679022,1.9206348596623857,1.428571383219956,1.5,264,1.25,0.16180048661800486,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
23,77,55.0,49.50000000000001,38.5,24,5,1.1111110886644224,1.4285713914656781,1.2857142523191105,0.5,230,1.25,0.17948717948717954,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
27,73,63.0,60.0,55.00000000000001,59,4,1.0499999825000004,1.1454545246280994,1.0909090710743805,4.5,270,0.25,0.1704119850187266,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
13,80,45.0,40.0,33.0,34,1,1.1249999718750008,1.3636363223140509,1.2121211753902674,9.5,117,0.0,0.17231638418079095,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
